gene_symbol,sources,confidence,moi,evidence,disease,hgnc_id,in_clinvar
ORC6,GenCC,medium,Autosomal recessive,definitive,Meier-Gorlin syndrome 3,,False
OSGEP,GenCC,medium,Autosomal recessive,strong,Galloway-Mowat syndrome 3,,False
OSTM1,GenCC,medium,Autosomal recessive,definitive,autosomal recessive osteopetrosis 5,,False
OTOA,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
OTOF,GenCC,medium,Autosomal recessive,definitive,autosomal recessive nonsyndromic hearing loss 9,,False
OTOG,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
OTOGL,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
OTUD6B,GenCC,medium,Autosomal recessive,definitive,syndromic intellectual disability,,False
OTUD7A,GenCC,medium,Autosomal recessive,moderate,neurodevelopmental disorder with hypotonia and seizures,,False
OTULIN,GenCC,medium,Autosomal recessive,definitive,"autoinflammation, panniculitis, and dermatosis syndrome, autosomal recessive",,False
OXA1L,GenCC,medium,Autosomal recessive,moderate,combined oxidative phosphorylation deficiency,,False
OXCT1,GenCC,medium,Autosomal recessive,definitive,succinyl-CoA:3-ketoacid CoA transferase deficiency,,False
OXR1,GenCC,medium,Autosomal recessive,strong,isolated cerebellar hypoplasia/agenesis,,False
P2RY12,GenCC,medium,Autosomal recessive,strong,platelet-type bleeding disorder 8,,False
P3H1,GenCC,medium,Autosomal recessive,definitive,osteogenesis imperfecta type 8,,False
P3H2,GenCC,medium,Autosomal recessive,strong,"myopia, high, with cataract and vitreoretinal degeneration",,False
P4HTM,GenCC,medium,Autosomal recessive,definitive,"hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities",,False
PABPN1,GenCC,medium,Autosomal recessive,strong,oculopharyngeal muscular dystrophy 1,,False
PACSIN3,GenCC,medium,Autosomal recessive,moderate,myopathy,,False
PADI3,GenCC,medium,Autosomal recessive,strong,uncombable hair syndrome 1,,False
PADI6,GenCC,medium,Autosomal recessive,strong,preimplantation embryonic lethality 2,,False
PAH,GenCC,medium,Autosomal recessive,definitive,phenylketonuria,,False
PALB2,GenCC,medium,Autosomal recessive,definitive,Fanconi anemia complementation group N,,False
PAM16,GenCC,medium,Autosomal recessive,strong,"autosomal recessive spondylometaphyseal dysplasia, Megarbane type",,False
PAN2,GenCC,medium,Autosomal recessive,definitive,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,,False
PANK2,GenCC,medium,Autosomal recessive,definitive,pantothenate kinase-associated neurodegeneration,,False
PANX1,GenCC,medium,Autosomal recessive,strong,oocyte maturation defect 7,,False
PAPPA2,GenCC,medium,Autosomal recessive,strong,"Short stature, Dauber-Argente type",,False
PAPSS2,GenCC,medium,Autosomal recessive,definitive,"spondyloepimetaphyseal dysplasia, PAPSS2 type",,False
PARK7,GenCC,medium,Autosomal recessive,definitive,Parkinson disease,,False
PARN,GenCC,medium,Autosomal recessive,definitive,"dyskeratosis congenita, autosomal recessive 6",,False
PARS2,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 75",,False
PATL2,GenCC,medium,Autosomal recessive,strong,oocyte maturation defect 4,,False
PAX1,GenCC,medium,Autosomal recessive,definitive,otofaciocervical syndrome 2,,False
PAX3,GenCC,medium,Autosomal recessive,strong,Waardenburg syndrome type 3,,False
PAX5,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
PAX7,GenCC,medium,Autosomal recessive,strong,"myopathy, congenital, progressive, with scoliosis",,False
PC,GenCC,medium,Autosomal recessive,definitive,pyruvate carboxylase deficiency disease,,False
PCARE,GenCC,medium,Autosomal recessive,definitive,PCARE-related retinopathy,,False
PCBD1,GenCC,medium,Autosomal recessive,definitive,pterin-4 alpha-carbinolamine dehydratase 1 deficiency,,False
PCCA,GenCC,medium,Autosomal recessive,definitive,propionic acidemia,,False
PCCB,GenCC,medium,Autosomal recessive,definitive,propionic acidemia,,False
PCDH12,GenCC,medium,Autosomal recessive,definitive,diencephalic-mesencephalic junction dysplasia syndrome 1,,False
PCDH15,GenCC,medium,Autosomal recessive,definitive,autosomal recessive nonsyndromic hearing loss 23,,False
PCDHGC4,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with poor growth and skeletal anomalies,,False
PCK1,GenCC,medium,Autosomal recessive,strong,"phosphoenolpyruvate carboxykinase deficiency, cytosolic",,False
PCK2,GenCC,medium,Autosomal recessive,moderate,peripheral neuropathy,,False
PCLO,GenCC,medium,Autosomal recessive,strong,pontocerebellar hypoplasia type 3,,False
PCNT,GenCC,medium,Autosomal recessive,definitive,microcephalic osteodysplastic primordial dwarfism type II,,False
PCSK1,GenCC,medium,Autosomal recessive,definitive,obesity due to prohormone convertase I deficiency,,False
PCYT1A,GenCC,medium,Autosomal recessive,definitive,spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,,False
PCYT2,GenCC,medium,Autosomal recessive,definitive,"spastic paraplegia 82, autosomal recessive",,False
PDCD6IP,GenCC,medium,Autosomal recessive,strong,"microcephaly 29, primary, autosomal recessive",,False
PDCL3,GenCC,medium,Autosomal recessive,moderate,megacystis-microcolon-intestinal hypoperistalsis syndrome,,False
PDE10A,GenCC,medium,Autosomal recessive,strong,"dyskinesia, limb and orofacial, infantile-onset",,False
PDE12,GenCC,medium,Autosomal recessive,strong,mitochondrial disease,,False
PDE2A,GenCC,medium,Autosomal recessive,strong,intellectual developmental disorder with paroxysmal dyskinesia or seizures,,False
PDE6A,GenCC,medium,Autosomal recessive,definitive,PDE6A-related retinopathy,,False
PDE6B,GenCC,medium,Autosomal recessive,definitive,inherited retinal dystrophy,,False
PDE6C,GenCC,medium,Autosomal recessive,definitive,PDE6C-related retinopathy,,False
PDE6D,GenCC,medium,Autosomal recessive,strong,Joubert syndrome 22,,False
PDE6G,GenCC,medium,Autosomal recessive,definitive,PDE6G-related retinopathy,,False
PDE6H,GenCC,medium,Autosomal recessive,strong,achromatopsia 6,,False
PDHA1,GenCC,medium,Autosomal recessive,strong,pyruvate dehydrogenase E1-alpha deficiency,,False
PDHB,GenCC,medium,Autosomal recessive,strong,pyruvate dehydrogenase E1-beta deficiency,,False
PDHX,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
PDIA6,GenCC,medium,Autosomal recessive,strong,multiple congenital anomalies/dysmorphic syndrome,,False
PDP1,GenCC,medium,Autosomal recessive,strong,pyruvate dehydrogenase phosphatase deficiency,,False
PDSS1,GenCC,medium,Autosomal recessive,strong,deafness-encephaloneuropathy-obesity-valvulopathy syndrome,,False
PDSS2,GenCC,medium,Autosomal recessive,definitive,"coenzyme Q10 deficiency, primary, 3",,False
PDX1,GenCC,medium,Autosomal recessive,definitive,pancreatic agenesis 1,,False
PDXK,GenCC,medium,Autosomal recessive,strong,"neuropathy, hereditary motor and sensory, type VIc, with optic atrophy",,False
PDZD7,GenCC,medium,Autosomal recessive,strong,"hearing loss, autosomal recessive 57",,False
PDZD8,GenCC,medium,Autosomal recessive,strong,intellectual developmental disorder with autism and dysmorphic facies,,False
PEPD,GenCC,medium,Autosomal recessive,definitive,prolidase deficiency,,False
PERP,GenCC,medium,Autosomal recessive,strong,erythrokeratodermia variabilis et progressiva 7,,False
PET100,GenCC,medium,Autosomal recessive,strong,"mitochondrial complex IV deficiency, nuclear type 12",,False
PEX1,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder 1A (Zellweger),,False
PEX10,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX11B,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX12,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX13,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX14,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX16,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX19,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX2,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX26,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX3,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX5,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX6,GenCC,medium,Autosomal recessive,definitive,peroxisome biogenesis disorder,,False
PEX7,GenCC,medium,Autosomal recessive,definitive,rhizomelic chondrodysplasia punctata type 1,,False
PFKM,GenCC,medium,Autosomal recessive,definitive,glycogen storage disease VII,,False
PGAM2,GenCC,medium,Autosomal recessive,strong,glycogen storage disease due to phosphoglycerate mutase deficiency,,False
PGAP1,GenCC,medium,Autosomal recessive,strong,"intellectual disability, autosomal recessive 42",,False
PGAP2,GenCC,medium,Autosomal recessive,definitive,hyperphosphatasia with intellectual disability syndrome 3,,False
PGAP3,GenCC,medium,Autosomal recessive,definitive,hyperphosphatasia with intellectual disability syndrome 4,,False
PGK2,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
PGM1,GenCC,medium,Autosomal recessive,definitive,PGM1-congenital disorder of glycosylation,,False
PGM2L1,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with hypotonia, dysmorphic facies, and skin abnormalities",,False
PGM3,GenCC,medium,Autosomal recessive,definitive,immunodeficiency 23,,False
PHC1,GenCC,medium,Autosomal recessive,moderate,"microcephaly 11, primary, autosomal recessive",,False
PHGDH,GenCC,medium,Autosomal recessive,definitive,neurometabolic disorder due to serine deficiency,,False
PHKB,GenCC,medium,Autosomal recessive,definitive,glycogen storage disease IXb,,False
PHKG2,GenCC,medium,Autosomal recessive,definitive,glycogen storage disease IXc,,False
PHLDB1,GenCC,medium,Autosomal recessive,moderate,"osteogenesis imperfecta, type 23",,False
PHOX2A,GenCC,medium,Autosomal recessive,strong,"fibrosis of extraocular muscles, congenital, 2",,False
PHYH,GenCC,medium,Autosomal recessive,definitive,adult Refsum disease,,False
PI4K2A,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with hyperkinetic movements, seizures, and structural brain abnormalities",,False
PI4KA,GenCC,medium,Autosomal recessive,definitive,"polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis",,False
PIBF1,GenCC,medium,Autosomal recessive,definitive,Joubert syndrome 33,,False
PIDD1,GenCC,medium,Autosomal recessive,definitive,"intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly",,False
PIEZO1,GenCC,medium,Autosomal recessive,definitive,PIEZO1-related generalized lymphatic dysplasia with non-immune hydrops fetalis,,False
PIEZO2,GenCC,medium,Autosomal recessive,definitive,"arthrogryposis, distal, with impaired proprioception and touch",,False
PIGB,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 80",,False
PIGC,GenCC,medium,Autosomal recessive,strong,glycosylphosphatidylinositol biosynthesis defect 16,,False
PIGG,GenCC,medium,Autosomal recessive,definitive,"intellectual disability, autosomal recessive 53",,False
PIGH,GenCC,medium,Autosomal recessive,strong,glycosylphosphatidylinositol biosynthesis defect 17,,False
PIGK,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures",,False
PIGL,GenCC,medium,Autosomal recessive,definitive,syndromic intellectual disability,,False
PIGM,GenCC,medium,Autosomal recessive,moderate,hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency,,False
PIGN,GenCC,medium,Autosomal recessive,definitive,multiple congenital anomalies-hypotonia-seizures syndrome 1,,False
PIGO,GenCC,medium,Autosomal recessive,definitive,complex neurodevelopmental disorder,,False
PIGP,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 55",,False
PIGQ,GenCC,medium,Autosomal recessive,definitive,"developmental and epileptic encephalopathy, 77",,False
PIGS,GenCC,medium,Autosomal recessive,definitive,glycosylphosphatidylinositol biosynthesis defect 18,,False
PIGT,GenCC,medium,Autosomal recessive,definitive,multiple congenital anomalies-hypotonia-seizures syndrome 3,,False
PIGU,GenCC,medium,Autosomal recessive,strong,glycosylphosphatidylinositol biosynthesis defect 21,,False
PIGV,GenCC,medium,Autosomal recessive,definitive,hyperphosphatasia with intellectual disability syndrome 1,,False
PIGW,GenCC,medium,Autosomal recessive,strong,hyperphosphatasia with intellectual disability syndrome 5,,False
PIGY,GenCC,medium,Autosomal recessive,strong,hyperphosphatasia with intellectual disability syndrome 6,,False
PIK3C2A,GenCC,medium,Autosomal recessive,strong,oculocerebrodental syndrome,,False
PIK3CD,GenCC,medium,Autosomal recessive,definitive,"immunodeficiency 14b, autosomal recessive",,False
PIK3CG,GenCC,medium,Autosomal recessive,strong,immunodeficiency 97 with autoinflammation,,False
PIK3R1,GenCC,medium,Autosomal recessive,strong,"agammaglobulinemia 7, autosomal recessive",,False
PINK1,GenCC,medium,Autosomal recessive,definitive,autosomal recessive early-onset Parkinson disease 6,,False
PIP5K1C,GenCC,medium,Autosomal recessive,strong,lethal congenital contracture syndrome 3,,False
PISD,GenCC,medium,Autosomal recessive,strong,Liberfarb syndrome,,False
PITRM1,GenCC,medium,Autosomal recessive,strong,"spinocerebellar ataxia, autosomal recessive 30",,False
PIWIL2,GenCC,medium,Autosomal recessive,strong,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
PJVK,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
PKD1,GenCC,medium,Autosomal recessive,definitive,autosomal recessive polycystic kidney disease,,False
PKD1L1,GenCC,medium,Autosomal recessive,definitive,"heterotaxy, visceral, 8, autosomal",,False
PKDCC,GenCC,medium,Autosomal recessive,strong,rhizomelic limb shortening with dysmorphic features,,False
PKHD1,GenCC,medium,Autosomal recessive,definitive,autosomal recessive polycystic kidney disease,,False
PKHD1L1,GenCC,medium,Autosomal recessive,strong,sensorineural hearing loss disorder,,False
PKLR,GenCC,medium,Autosomal recessive,definitive,pyruvate kinase deficiency of red cells,,False
PKP1,GenCC,medium,Autosomal recessive,definitive,epidermolysis bullosa simplex due to plakophilin deficiency,,False
PLA2G4A,GenCC,medium,Autosomal recessive,strong,cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder,,False
PLA2G5,GenCC,medium,Autosomal recessive,definitive,familial benign flecked retina,,False
PLA2G6,GenCC,medium,Autosomal recessive,definitive,neurodegeneration with brain iron accumulation 2A,,False
PLAA,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies",,False
PLAAT3,GenCC,medium,Autosomal recessive,strong,"lipodystrophy, familial partial, type 9",,False
PLAT,GenCC,medium,Autosomal recessive,moderate,"thrombophilia, familial, due to decreased release of tissue plasminogen activator",,False
PLCB1,GenCC,medium,Autosomal recessive,definitive,genetic developmental and epileptic encephalopathy,,False
PLCB4,GenCC,medium,Autosomal recessive,definitive,auriculocondylar syndrome 2,,False
PLCD1,GenCC,medium,Autosomal recessive,strong,nonsyndromic congenital nail disorder 3,,False
PLCE1,GenCC,medium,Autosomal recessive,definitive,"nephrotic syndrome, type 3",,False
PLCH1,GenCC,medium,Autosomal recessive,strong,holoprosencephaly 14,,False
PLCZ1,GenCC,medium,Autosomal recessive,strong,spermatogenic failure 17,,False
PLD1,GenCC,medium,Autosomal recessive,definitive,PLD1-related congenital heart disease,,False
PLD3,GenCC,medium,Autosomal recessive,moderate,leukodystrophy,,False
PLEC,GenCC,medium,Autosomal recessive,definitive,PLEC-related muscular dystrophy-epidermolysis bullosa simplex spectrum disorder,,False
PLEKHG2,GenCC,medium,Autosomal recessive,strong,leukodystrophy and acquired microcephaly with or without dystonia;,,False
